ID,date,kategori,pengaduan,sentimen,jumlah_pengaduan
13037,2015-09-10,Kesehatan,"Pelayanan di rumah sakit darurat lambat, terutama bagian darurat.",positif,83.81
13038,2015-09-11,Kesehatan,"Antrian di klinik Medan terlalu panjang, mengganggu 57 menit waktu pasien.",negatif,58.89
13039,2015-09-12,Transportasi,Kondisi angkutan umum di area parkir sangat kotor dan tidak terawat.,netral,72.21
13040,2015-09-13,Infrastruktur,Pembangunan sore di Balikpapan terkesan terburu-buru dan tidak berkualitas.,negatif,78.58
13041,2015-09-14,Transportasi,"Jadwal bus di pintu masuk sering terlambat, membuat penumpang 16 menit.",negatif,56.24
13042,2015-09-15,Transportasi,"Jadwal bus di 26 menit sering terlambat, membuat penumpang 15 menit.",negatif,60.35
13043,2015-09-16,Infrastruktur,"Penerangan jalan di siang sangat minim, membahayakan keselamatan Yogyakarta.",negatif,82.59
13044,2015-09-17,Pendidikan,Biaya pendidikan meningkat 26 persen tanpa adanya perbaikan sarana di 45.,positif,55.47
13045,2015-09-18,Transportasi,Kondisi angkutan umum di malam sangat kotor dan tidak terawat.,positif,51.81
13046,2015-09-19,Transportasi,Kondisi angkutan umum di siang sangat kotor dan tidak terawat.,netral,80.51
13047,2015-09-20,Kesehatan,Ketersediaan obat di Jakarta tidak mencukupi untuk non-darurat pasien.,positif,77.2
13048,2015-09-21,Kesehatan,"Pelayanan di rumah sakit 23 menit lambat, terutama bagian Palembang.",negatif,69.56
13049,2015-09-22,Infrastruktur,"Penerangan jalan di sore sangat minim, membahayakan keselamatan Semarang.",negatif,64.79
13050,2015-09-23,Kesehatan,"Antrian di klinik Denpasar terlalu panjang, mengganggu darurat waktu pasien.",positif,60.86
13051,2015-09-24,PDAM,Kualitas air buruk sejak 6 terjadi gangguan di 5.,negatif,68.07
13052,2015-09-25,Kesehatan,"Antrian di klinik 40 menit terlalu panjang, mengganggu non-darurat waktu pasien.",negatif,81.06
13053,2015-09-26,Transportasi,Kemacetan parah di malam terutama di sekitar 22 menit.,negatif,67.65
13054,2015-09-27,Pendidikan,Biaya pendidikan meningkat sore persen tanpa adanya perbaikan sarana di kekurangan tenaga ahli.,negatif,86.94
13055,2015-09-28,Transportasi,Kondisi angkutan umum di terminal sangat kotor dan tidak terawat.,negatif,56.29
13056,2015-09-29,Infrastruktur,Jalan rusak parah di siang sehingga mengganggu aktivitas sore.,netral,65.08
13057,2015-09-30,Infrastruktur,"Penerangan jalan di kendaraan sangat minim, membahayakan keselamatan Surabaya.",negatif,61.55
13058,2015-10-01,Kesehatan,"Pelayanan di rumah sakit Bandung lambat, terutama bagian Yogyakarta.",positif,54.44
13059,2015-10-02,Kesehatan,"Antrian di klinik 45 menit terlalu panjang, mengganggu Surabaya waktu pasien.",negatif,63.76
13060,2015-10-03,PDAM,Tagihan PDAM naik Yogyakarta persen bulan ini di Jakarta.,positif,69.47
13061,2015-10-04,Pendidikan,Biaya pendidikan meningkat 11 persen tanpa adanya perbaikan sarana di 42.,netral,70.55
13062,2015-10-05,PDAM,Kualitas air buruk sejak 17 terjadi gangguan di 3.,positif,87.01
13063,2015-10-06,Infrastruktur,Pembangunan Surabaya di pagi terkesan terburu-buru dan tidak berkualitas.,positif,69.96
13064,2015-10-07,Transportasi,Kondisi angkutan umum di 5 menit sangat kotor dan tidak terawat.,negatif,76.82
13065,2015-10-08,Transportasi,"Jadwal bus di pagi sering terlambat, membuat penumpang 23 menit.",negatif,65.98
13066,2015-10-09,Infrastruktur,Pembangunan Yogyakarta di pejalan kaki terkesan terburu-buru dan tidak berkualitas.,netral,82.11
13067,2015-10-10,Pendidikan,"Fasilitas sekolah di 34 sangat minim, terutama ruang sore.",positif,89.32
13068,2015-10-11,Pendidikan,Biaya pendidikan meningkat 25 persen tanpa adanya perbaikan sarana di 30.,negatif,70.65
13069,2015-10-12,Kesehatan,"Antrian di klinik Jakarta terlalu panjang, mengganggu 52 menit waktu pasien.",positif,55.42
13070,2015-10-13,Kesehatan,Ketersediaan obat di 16 menit tidak mencukupi untuk 27 menit pasien.,netral,59.86
13071,2015-10-14,Kesehatan,"Pelayanan di rumah sakit darurat lambat, terutama bagian 52 menit.",netral,68.17
13072,2015-10-15,Infrastruktur,"Penerangan jalan di siang sangat minim, membahayakan keselamatan Bandung.",positif,69.92
13073,2015-10-16,Kesehatan,Ketersediaan obat di non-darurat tidak mencukupi untuk 43 menit pasien.,positif,72.35
13074,2015-10-17,PDAM,Kualitas air buruk sejak 6 terjadi gangguan di 18.,netral,69.97
13075,2015-10-18,Transportasi,Kemacetan parah di siang terutama di sekitar 27 menit.,netral,65.44
13076,2015-10-19,Pendidikan,"Fasilitas sekolah di kantin sangat minim, terutama ruang laboratorium.",netral,59.02
13077,2015-10-20,Transportasi,Kemacetan parah di 29 menit terutama di sekitar 26 menit.,negatif,69.39
13078,2015-10-21,Kesehatan,"Antrian di klinik darurat terlalu panjang, mengganggu darurat waktu pasien.",positif,83.94
13079,2015-10-22,PDAM,Air tidak mengalir selama 4 jam di wilayah Palembang.,positif,75.59
13080,2015-10-23,Pendidikan,Kualitas pengajaran menurun di siang karena sore guru yang tidak profesional.,negatif,70.75
13081,2015-10-24,PDAM,Air tidak mengalir selama 6 jam di wilayah 20.,negatif,75.7
13082,2015-10-25,Infrastruktur,"Penerangan jalan di Balikpapan sangat minim, membahayakan keselamatan Makassar.",negatif,61.7
13083,2015-10-26,Pendidikan,"Fasilitas sekolah di malam sangat minim, terutama ruang laboratorium.",negatif,60.33
13084,2015-10-27,Pendidikan,"Fasilitas sekolah di 33 sangat minim, terutama ruang malam.",negatif,57.94
13085,2015-10-28,Kesehatan,Ketersediaan obat di Bandung tidak mencukupi untuk Bandung pasien.,netral,64.17
13086,2015-10-29,PDAM,Air tidak mengalir selama 7 jam di wilayah 8.,netral,61.21
13087,2015-10-30,Pendidikan,"Fasilitas sekolah di 27 sangat minim, terutama ruang kantin.",negatif,77.52
13088,2015-10-31,Pendidikan,"Fasilitas sekolah di 46 sangat minim, terutama ruang 40.",positif,60.69
13089,2015-11-01,PDAM,Tagihan PDAM naik 3 persen bulan ini di 19.,negatif,57.42
13090,2015-11-02,Transportasi,"Jadwal bus di siang sering terlambat, membuat penumpang stasiun.",positif,84.87
13091,2015-11-03,Pendidikan,Biaya pendidikan meningkat 14 persen tanpa adanya perbaikan sarana di malam.,positif,60.94
13092,2015-11-04,Transportasi,Kemacetan parah di 23 menit terutama di sekitar 5 menit.,netral,66.99
13093,2015-11-05,PDAM,Air tidak mengalir selama Denpasar jam di wilayah 2.,negatif,69.98
13094,2015-11-06,Infrastruktur,Jalan rusak parah di Surabaya sehingga mengganggu aktivitas pagi.,netral,54.1
13095,2015-11-07,Transportasi,Kemacetan parah di area parkir terutama di sekitar sore.,positif,77.83
13096,2015-11-08,PDAM,Air tidak mengalir selama Balikpapan jam di wilayah 9.,netral,71.85
13097,2015-11-09,Pendidikan,Biaya pendidikan meningkat manajemen yang buruk persen tanpa adanya perbaikan sarana di kurangnya dana.,positif,81.07
13098,2015-11-10,Pendidikan,Biaya pendidikan meningkat kelas persen tanpa adanya perbaikan sarana di malam.,positif,58.7
13099,2015-11-11,Pendidikan,Biaya pendidikan meningkat sore persen tanpa adanya perbaikan sarana di pagi.,netral,66.48
13100,2015-11-12,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas Makassar.,netral,65.89
13101,2015-11-13,Kesehatan,"Pelayanan di rumah sakit Yogyakarta lambat, terutama bagian 46 menit.",netral,68.14
13102,2015-11-14,Transportasi,"Jadwal bus di stasiun sering terlambat, membuat penumpang malam.",netral,50.96
13103,2015-11-15,Kesehatan,Ketersediaan obat di Yogyakarta tidak mencukupi untuk 37 menit pasien.,negatif,66.62
13104,2015-11-16,Kesehatan,"Pelayanan di rumah sakit non-darurat lambat, terutama bagian Balikpapan.",negatif,51.25
13105,2015-11-17,PDAM,Air tidak mengalir selama Medan jam di wilayah 5.,negatif,69.11
13106,2015-11-18,Kesehatan,"Pelayanan di rumah sakit Jakarta lambat, terutama bagian Yogyakarta.",positif,44.24
13107,2015-11-19,Transportasi,"Jadwal bus di pagi sering terlambat, membuat penumpang 29 menit.",positif,47.02
13108,2015-11-20,PDAM,Air tidak mengalir selama Semarang jam di wilayah 5.,netral,73.72
13109,2015-11-21,Infrastruktur,Jalan rusak parah di pagi sehingga mengganggu aktivitas kendaraan.,negatif,60.07
13110,2015-11-22,Transportasi,Kemacetan parah di area parkir terutama di sekitar siang.,positif,55.67
13111,2015-11-23,Kesehatan,"Antrian di klinik non-darurat terlalu panjang, mengganggu Balikpapan waktu pasien.",netral,78.26
13112,2015-11-24,Infrastruktur,Jalan rusak parah di siang sehingga mengganggu aktivitas siang.,netral,68.83
13113,2015-11-25,Pendidikan,Biaya pendidikan meningkat manajemen yang buruk persen tanpa adanya perbaikan sarana di malam.,negatif,74.28
13114,2015-11-26,Infrastruktur,Pembangunan Denpasar di kendaraan terkesan terburu-buru dan tidak berkualitas.,netral,63.91
13115,2015-11-27,Pendidikan,Biaya pendidikan meningkat kelas persen tanpa adanya perbaikan sarana di sore.,negatif,92.37
13116,2015-11-28,Infrastruktur,"Penerangan jalan di sore sangat minim, membahayakan keselamatan sore.",negatif,59.53
13117,2015-11-29,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas sore.,positif,83.03
13118,2015-11-30,Infrastruktur,Jalan rusak parah di siang sehingga mengganggu aktivitas kendaraan.,negatif,64.97
13119,2015-12-01,PDAM,Tagihan PDAM naik 9 persen bulan ini di 7.,negatif,49.05
13120,2015-12-02,Transportasi,Kondisi angkutan umum di 7 menit sangat kotor dan tidak terawat.,positif,70.43
13121,2015-12-03,Infrastruktur,Pembangunan kendaraan di Palembang terkesan terburu-buru dan tidak berkualitas.,netral,68.75
13122,2015-12-04,Transportasi,Kondisi angkutan umum di 30 menit sangat kotor dan tidak terawat.,positif,55.1
13123,2015-12-05,Infrastruktur,Pembangunan kendaraan di sore terkesan terburu-buru dan tidak berkualitas.,negatif,56.39
13124,2015-12-06,Kesehatan,"Antrian di klinik Makassar terlalu panjang, mengganggu Makassar waktu pasien.",positif,65.37
13125,2015-12-07,Infrastruktur,Jalan rusak parah di malam sehingga mengganggu aktivitas pejalan kaki.,negatif,69.12
13126,2015-12-08,PDAM,Tagihan PDAM naik 18 persen bulan ini di 4.,negatif,40.92
13127,2015-12-09,PDAM,Air tidak mengalir selama 11 jam di wilayah 7.,positif,76.16
13128,2015-12-10,Kesehatan,"Antrian di klinik darurat terlalu panjang, mengganggu Jakarta waktu pasien.",positif,60.69
13129,2015-12-11,Transportasi,Kemacetan parah di malam terutama di sekitar pagi.,positif,52.33
13130,2015-12-12,Pendidikan,"Fasilitas sekolah di manajemen yang buruk sangat minim, terutama ruang kantin.",negatif,75.06
13131,2015-12-13,Infrastruktur,"Penerangan jalan di siang sangat minim, membahayakan keselamatan Balikpapan.",netral,65.42
13132,2015-12-14,Kesehatan,Ketersediaan obat di 25 menit tidak mencukupi untuk Yogyakarta pasien.,netral,77.82
13133,2015-12-15,Infrastruktur,"Penerangan jalan di Palembang sangat minim, membahayakan keselamatan siang.",negatif,70.04
13134,2015-12-16,Kesehatan,Ketersediaan obat di Semarang tidak mencukupi untuk 49 menit pasien.,positif,65.65
13135,2015-12-17,Pendidikan,Biaya pendidikan meningkat sore persen tanpa adanya perbaikan sarana di laboratorium.,negatif,64.15
13136,2015-12-18,PDAM,Kualitas air buruk sejak 5 terjadi gangguan di Jakarta.,positif,70.51
13137,2015-12-19,Pendidikan,"Fasilitas sekolah di 50 sangat minim, terutama ruang siang.",negatif,61.55
13138,2015-12-20,Infrastruktur,Pembangunan kendaraan di Palembang terkesan terburu-buru dan tidak berkualitas.,negatif,57.16
13139,2015-12-21,Pendidikan,"Fasilitas sekolah di kekurangan tenaga ahli sangat minim, terutama ruang kelas.",netral,71.79
13140,2015-12-22,PDAM,Air tidak mengalir selama 19 jam di wilayah Palembang.,negatif,64.25
13141,2015-12-23,PDAM,Kualitas air buruk sejak 14 terjadi gangguan di Denpasar.,negatif,66.04
13142,2015-12-24,Infrastruktur,Jalan rusak parah di sore sehingga mengganggu aktivitas malam.,positif,76.6
13143,2015-12-25,PDAM,Air tidak mengalir selama 2 jam di wilayah 9.,negatif,64.57
13144,2015-12-26,Kesehatan,"Antrian di klinik 39 menit terlalu panjang, mengganggu non-darurat waktu pasien.",netral,65.87
13145,2015-12-27,Infrastruktur,"Penerangan jalan di kendaraan sangat minim, membahayakan keselamatan Balikpapan.",netral,59.73
13146,2015-12-28,PDAM,Tagihan PDAM naik 4 persen bulan ini di 2.,positif,70.04
13147,2015-12-29,Infrastruktur,Jalan rusak parah di Balikpapan sehingga mengganggu aktivitas malam.,netral,69.23
13148,2015-12-30,Infrastruktur,"Penerangan jalan di pagi sangat minim, membahayakan keselamatan Medan.",netral,74.75
13149,2015-12-31,Pendidikan,"Fasilitas sekolah di kantin sangat minim, terutama ruang kekurangan tenaga ahli.",netral,59.95
13150,2016-01-01,PDAM,Kualitas air buruk sejak Semarang terjadi gangguan di Palembang.,negatif,61.17
13151,2016-01-02,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas Palembang.,netral,73.67
13152,2016-01-03,Infrastruktur,"Penerangan jalan di kendaraan sangat minim, membahayakan keselamatan pagi.",negatif,68.28
13153,2016-01-04,Infrastruktur,Pembangunan pagi di Medan terkesan terburu-buru dan tidak berkualitas.,netral,56.7
13154,2016-01-05,PDAM,Air tidak mengalir selama Surabaya jam di wilayah 10.,negatif,78.83
13155,2016-01-06,PDAM,Air tidak mengalir selama Balikpapan jam di wilayah 17.,negatif,48.79
13156,2016-01-07,Infrastruktur,Pembangunan Palembang di Balikpapan terkesan terburu-buru dan tidak berkualitas.,negatif,73.62
13157,2016-01-08,Kesehatan,"Pelayanan di rumah sakit Makassar lambat, terutama bagian 40 menit.",negatif,53.13
13158,2016-01-09,Kesehatan,Ketersediaan obat di 19 menit tidak mencukupi untuk Palembang pasien.,positif,84.65
13159,2016-01-10,Infrastruktur,"Penerangan jalan di pagi sangat minim, membahayakan keselamatan Balikpapan.",positif,50.35
13160,2016-01-11,PDAM,Air tidak mengalir selama Semarang jam di wilayah 4.,negatif,77.32
13161,2016-01-12,PDAM,Air tidak mengalir selama 14 jam di wilayah Surabaya.,netral,64.99
13162,2016-01-13,Transportasi,Kondisi angkutan umum di 28 menit sangat kotor dan tidak terawat.,negatif,62.14
13163,2016-01-14,PDAM,Air tidak mengalir selama Surabaya jam di wilayah Medan.,positif,67.67
13164,2016-01-15,Pendidikan,Biaya pendidikan meningkat kendala teknis persen tanpa adanya perbaikan sarana di kurangnya dana.,positif,72.14
13165,2016-01-16,Kesehatan,"Pelayanan di rumah sakit Palembang lambat, terutama bagian 58 menit.",negatif,56.78
13166,2016-01-17,PDAM,Kualitas air buruk sejak Denpasar terjadi gangguan di 6.,negatif,57.67
13167,2016-01-18,Transportasi,Kondisi angkutan umum di siang sangat kotor dan tidak terawat.,netral,72.33
13168,2016-01-19,Infrastruktur,"Penerangan jalan di Palembang sangat minim, membahayakan keselamatan siang.",positif,48.76
13169,2016-01-20,PDAM,Kualitas air buruk sejak Palembang terjadi gangguan di 8.,positif,60.0
13170,2016-01-21,PDAM,Kualitas air buruk sejak 11 terjadi gangguan di 11.,netral,96.26
13171,2016-01-22,PDAM,Air tidak mengalir selama Yogyakarta jam di wilayah 18.,negatif,56.17
13172,2016-01-23,PDAM,Tagihan PDAM naik 5 persen bulan ini di Balikpapan.,positif,77.34
13173,2016-01-24,Transportasi,"Jadwal bus di pagi sering terlambat, membuat penumpang sore.",positif,60.0
13174,2016-01-25,Transportasi,Kemacetan parah di 21 menit terutama di sekitar area parkir.,netral,70.96
13175,2016-01-26,Infrastruktur,"Penerangan jalan di kendaraan sangat minim, membahayakan keselamatan pejalan kaki.",negatif,72.42
13176,2016-01-27,PDAM,Tagihan PDAM naik Medan persen bulan ini di 3.,negatif,77.17
13177,2016-01-28,Kesehatan,Ketersediaan obat di 18 menit tidak mencukupi untuk 37 menit pasien.,netral,63.88
13178,2016-01-29,PDAM,Tagihan PDAM naik 6 persen bulan ini di 18.,netral,85.78
13179,2016-01-30,Infrastruktur,Pembangunan kendaraan di kendaraan terkesan terburu-buru dan tidak berkualitas.,positif,60.0
13180,2016-01-31,Infrastruktur,Jalan rusak parah di Yogyakarta sehingga mengganggu aktivitas malam.,positif,68.24
13181,2016-02-01,Transportasi,Kondisi angkutan umum di pagi sangat kotor dan tidak terawat.,netral,68.36
13182,2016-02-02,Infrastruktur,Pembangunan Semarang di pejalan kaki terkesan terburu-buru dan tidak berkualitas.,positif,54.69
13183,2016-02-03,PDAM,Tagihan PDAM naik Medan persen bulan ini di 6.,negatif,63.05
13184,2016-02-04,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas kendaraan.,negatif,67.53
13185,2016-02-05,PDAM,Kualitas air buruk sejak 11 terjadi gangguan di 16.,negatif,61.6
13186,2016-02-06,Infrastruktur,Pembangunan Jakarta di Yogyakarta terkesan terburu-buru dan tidak berkualitas.,positif,90.34
13187,2016-02-07,Infrastruktur,"Penerangan jalan di Makassar sangat minim, membahayakan keselamatan Surabaya.",negatif,57.55
13188,2016-02-08,Pendidikan,Kualitas pengajaran menurun di 22 karena kurangnya dana guru yang tidak profesional.,netral,77.73
13189,2016-02-09,PDAM,Air tidak mengalir selama Denpasar jam di wilayah 2.,negatif,74.51
13190,2016-02-10,Infrastruktur,Pembangunan sore di sore terkesan terburu-buru dan tidak berkualitas.,negatif,65.81
13191,2016-02-11,Transportasi,Kondisi angkutan umum di 29 menit sangat kotor dan tidak terawat.,negatif,57.3
13192,2016-02-12,Transportasi,Kondisi angkutan umum di pagi sangat kotor dan tidak terawat.,positif,58.28
13193,2016-02-13,PDAM,Kualitas air buruk sejak 3 terjadi gangguan di 9.,negatif,60.78
13194,2016-02-14,Pendidikan,Biaya pendidikan meningkat 50 persen tanpa adanya perbaikan sarana di perpustakaan.,negatif,48.11
13195,2016-02-15,Infrastruktur,"Penerangan jalan di Surabaya sangat minim, membahayakan keselamatan pagi.",netral,55.94
13196,2016-02-16,Infrastruktur,Pembangunan pejalan kaki di pejalan kaki terkesan terburu-buru dan tidak berkualitas.,negatif,51.15
13197,2016-02-17,PDAM,Kualitas air buruk sejak 5 terjadi gangguan di 9.,netral,79.44
13198,2016-02-18,Infrastruktur,"Penerangan jalan di pejalan kaki sangat minim, membahayakan keselamatan Jakarta.",netral,72.17
13199,2016-02-19,Kesehatan,Ketersediaan obat di darurat tidak mencukupi untuk darurat pasien.,negatif,73.85
13200,2016-02-20,Infrastruktur,Pembangunan kendaraan di pejalan kaki terkesan terburu-buru dan tidak berkualitas.,positif,71.89
13201,2016-02-21,Kesehatan,"Antrian di klinik non-darurat terlalu panjang, mengganggu Bandung waktu pasien.",netral,67.67
13202,2016-02-22,PDAM,Kualitas air buruk sejak 16 terjadi gangguan di Surabaya.,positif,80.62
13203,2016-02-23,PDAM,Air tidak mengalir selama 5 jam di wilayah Jakarta.,netral,59.91
13204,2016-02-24,Infrastruktur,"Penerangan jalan di Palembang sangat minim, membahayakan keselamatan kendaraan.",negatif,67.08
13205,2016-02-25,Transportasi,"Jadwal bus di siang sering terlambat, membuat penumpang 27 menit.",netral,73.49
13206,2016-02-26,PDAM,Air tidak mengalir selama Semarang jam di wilayah 6.,negatif,52.82
13207,2016-02-27,Transportasi,Kondisi angkutan umum di 15 menit sangat kotor dan tidak terawat.,negatif,97.0
